pmid	geneId	diseaseId	g_name	d_name	is_befree	is_dtminer	is_ft1	hit_ft1	hit_abs	1st_label	2nd_label	is_ner_error	is_complex	have_s	target_sentences	in abs	in_intro	in_method	in_result	in_diss	in_conclusion	Have -	S no strong	comment	is_target_knowledge
28777375	598	C537985	Bcl-xL | Bcl-XL	PDB ID	1	1	1.0	4			0.0	Dki													
28777375	598	C538614	Bcl-xL | Bcl-XL	cell dysfunction	1	1	1.0	3			1.0		C		To test how inhibition of Bcl-xL leads to cell dysfunction and death, we assayed the Bcl-xL inhibitor ABT-737 at two different concentrations and studied cell death in response to glutamate toxicity.				1.0						
28777375	598	D000860	Bcl-xL | Bcl-XL	hypoxia-induced synaptic dysfunction	0	0	1.0	6			0.0														
28777375	598	D002545	Bcl-xL | Bcl-XL	neuronal ischemic damage	1	1	1.0	5			1.0				 A mouse expressing a cleavage resistant form of Bcl-xL is protected from neuronal ischemic damage.		1.0								
28777375	598	D002546	Bcl-xL | Bcl-XL	ischemic brain disease	0	0	1.0	4			0.0														
28777375	598	D003324	Bcl-xL | Bcl-XL	ischemic injury	0	1	1.0	5	1.0	1.0	1.0				we also found that ABT-737 protects rodent brain from ischemic injury in vivo by inhibiting formation of the pro-apoptotic, cleaved form of Bcl-xL, DeltaN-Bcl-xL.	1.0								ABS only	1.0
28777375	598	D003643	Bcl-xL | Bcl-XL	death | ischemic death | necrotic death | neurotoxic death	1	1	1.0	5			1.0				High ABT-737 markedly increased DeltaN-Bcl-xL formation, aggravated glutamate-induced death and resulted in the loss of mitochondrial membrane potential and decline in ATP production. Although the usual cause of death by ABT-737 is thought to be related to activation of Bax at the outer mitochondrial membrane due to sequestration of Bcl-xL	1.0			1.0	1.0					
28777375	598	D007511	Bcl-xL | Bcl-XL	ischemia | ischemia-induced cell death	1	1	1.0	6			1.0				the caspase-dependent N-terminal cleaved product of Bcl-xL, is produced in the brain during ischemia and activates large conductance mitochondrial channel activity similar to the activity of oligomerized Bax		1.0			1.0					
28777375	598	D008223	Bcl-xL | Bcl-XL	lymphoma	1	1	1.0	3			1.0	Dki			ABT-737 is a pharmacological inhibitor of the anti-apoptotic activity of B-cell lymphoma-extra large (Bcl-xL) protein; it promotes apoptosis of cancer cells by occupying the BH3-binding pocket.	1.0									
28777375	598	D009369	Bcl-xL | Bcl-XL	cancer	1	1	1.0	3			1.0				ABT-737 is a pharmacological inhibitor of the anti-apoptotic activity of B-cell lymphoma-extra large (Bcl-xL) protein; it promotes apoptosis of cancer cells by occupying the BH3-binding pocket.	1.0									
28777375	598	D009410	Bcl-xL | Bcl-XL	neuronal death | neurites to degeneration	1	1	1.0	10	6.0	1.0	1.0				indicating that inhibition of Bcl-xL alters cellular metabolism to predispose to neuronal death during excitotoxic stimulation.				1.0						1.0
28777375	598	D020258	Bcl-xL | Bcl-XL	neurotoxicity | neurotoxic | neurotoxic insult	1	1	1.0	6			1.0				a more selective Bcl-xL inhibitor WEHI-539 (5 muM) enhances glutamate-induced neurotoxicity while a low concentration of ABT-737 (10 nM) or WEHI-539 (10 nM) is neuroprotective.	1.0								ill D	
28777375	598	D058225	Bcl-xL | Bcl-XL	soma and neurites	1	1	1.0	6			0.0	Dki													
28777375	598	D064420	Bcl-xL | Bcl-XL	toxicity | cytotoxicity	1	1	1.0	10			1.0				it also inhibits the decline in mitochondrial potential produced by glutamate toxicity or by direct application of DeltaN-Bcl-xL to mitochondria.	1.0								ill D	
28811962	4919	C537730	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	HPAF-II	0	1	1.0	8	1.0	0.0	0.0	Dki													
28811962	4919	C563168	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	Ewing sarcoma	0	1	1.0	7	1.0	1.0	1.0				Receptor tyrosine kinase-like orphan receptor 1 (ROR1) is a surface antigen present at high levels on an array of hematological malignancies		1.0								1.0
28811962	4919	D001943	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	MCF-7 breast cancer | breast cancer	1	1	1.0	9	1.0	0.0	1.0				 T cells and ROR1 BiTE were co-cultured with either ROR1 positive MDA-MB-231 or ROR1 negative MCF-7 breast cancer cell lines. 				1.0						
28811962	4919	D005198	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	FBS	0	0	1.0	7			0.0	Dki													
28811962	4919	D005909	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	glioblastoma	1	1	1.0	9	1.0	1.0	1.0				the potential of targeting ROR1 expressed by cancer-initiating cells such as those derived from ovarian cancer and glioblastoma may mitigate the risk of relapse and raise the potential of a cure.		1.0								1.0
28811962	4919	D008113	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	hepatic cancer	1	1	1.0	9	1.0	0.0	1.0				we tested our ROR1 BiTE in vitro against a panel of ROR1 positive cell lines representing melanoma (T618A), glioblastoma (U-251, A 172), prostate (DU145, PC-3), and hepatic cancer (SK-Hep-1, HUH7) and confirmed significant cytotoxicity against all of these ROR1 positive cell lines				1.0						
28811962	4919	D008545	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	melanoma	1	1	1.0	9			1.0				we tested our ROR1 BiTE in vitro against a panel of ROR1 positive cell lines representing melanoma (T618A), glioblastoma (U-251, A 172), prostate (DU145, PC-3), and hepatic cancer (SK-Hep-1, HUH7) and confirmed significant cytotoxicity against all of these ROR1 positive cell lines		1.0		1.0						
28811962	4919	D009362	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	metastases	1	1	1.0	9	1.0	1.0	1.0				high ROR1 levels on tumor cells correlate with metastases and poor outcomes.		1.0								1.0
28811962	4919	D010051	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	ovarian cancer | HEY ovarian cancer	1	1	1.0	8	1.0	1.0	1.0				the potential of targeting ROR1 expressed by cancer-initiating cells such as those derived from ovarian cancer and glioblastoma may mitigate the risk of relapse and raise the potential of a cure.					1.0					1.0
28811962	4919	D010190	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	pancreatic cancer | pancreatic tumor | pancreatic tumors | pancreatic and ovarian cancer | aggressive tumors like pancreatic cancer	1	1	1.0	10	4.0	1.0	1.0				Focusing initially on pancreatic cancer, we demonstrated that our ROR1 BiTE results in T cell mediated and antigen-specific cytotoxicity against ROR1-expressing pancreatic cancer cell lines in vitro at exceedingly low concentrations	1.0	2.0		2.0						1.0
28811962	4919	D010195	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	pancreatic	1	1	1.0	7	1.0	1.0	1.0				Receptor tyrosine kinase-like orphan receptor 1 (ROR1) is a surface antigen present at high levels on an array of hematological malignancies		1.0		1.0	1.0					1.0
28811962	4919	D012640	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	fitness	0	0	1.0	8	1.0	0.0	0.0														
28811962	4919	D013274	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	gastric cancer	1	1	1.0	10	1.0	1.0	1.0				Receptor tyrosine kinase-like orphan receptor 1 (ROR1) is a surface antigen present at high levels on an array of hematological malignancies		1.0								1.0
28811962	4919	D013352	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	subcutaneous tumors	0	0	1.0	9	1.0	0.0	0.0														
28811962	4919	D014842	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	von	0	0	1.0	7			0.0	Dki													
28811962	4919	D015451	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	chronic lymphocytic leukemia	0	1	1.0	10			1.0				Receptor tyrosine kinase-like orphan receptor 1 (ROR1) is a surface antigen present at high levels on an array of hematological malignancies and solid tumors, including pancreatic, ovarian, breast, lung, and gastric cancer as well as melanoma, Ewing sarcoma, chronic lymphocytic leukemia		1.0								
28811962	4919	D019337	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	hematological malignancies | hematological and solid malignancies	1	1	1.0	7	1.0	1.0	1.0				Receptor tyrosine kinase-like orphan receptor 1 (ROR1) is a surface antigen present at high levels on an array of hematological malignancies and solid tumors, including pancreatic, ovarian, breast, lung, and gastric cancer as well as melanoma, Ewing sarcoma, chronic lymphocytic leukemia		1.0			1.0					1.0
28811962	4919	D020522	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	mantle cell lymphoma	0	1	1.0	7	1.0	1.0	1.0				Receptor tyrosine kinase-like orphan receptor 1 (ROR1) is a surface antigen present at high levels on an array of hematological malignancies		1.0								1.0
28811962	4919	D021441	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	pancreatic ductal adenocarcinoma	1	1	1.0	8	1.0	0.0	0.0														
28811962	4919	D064420	ROR1 | Receptor tyrosine kinase-like orphan receptor 1	cytotoxicity | toxicity | Cytotoxicity	1	1	1.0	10	7.0	1.0	1.0				An ROR1 bi-specific T-cell engager provides effective targeting and cytotoxicity against a range of solid tumors	2.0	1.0		2.0	2.0					1.0
28837387	1808	D006930	CRMP2 | collapsin response mediator protein 2 | Collapsin Response Mediator Protein 2	hyperalgesia	1	1	1.0	5			1.0				The concordance in normalization of ion channel dysregulation by a CRMP2-directed strategy and of hyperalgesia supports the translational targeting of CRMP2 to curb NF1-related pain.	1.0	1.0								
28837387	4763	C537392	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	Neurofibromatosis type 1 (NF1) pain	0	1	1.0	10			1.0	DGm			The discovery of effective therapies for Neurofibromatosis type 1 (NF1) pain depends on mechanistic understanding that has been limited, in part, by the relative lack of availability of animal models relevant to NF1 pain. 	1.0									
28837387	4763	D000067404	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	social deficits	1	1	1.0	10			1.0				Unchecked GABAergic input has been hypothesized to account for the learning and social deficits in NF1 patients.		1.0								
28837387	4763	D000067877	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	autism spectrum disorder	0	0	1.0	10			1.0		mC		A recent study of 531 NF1 patients identified a significant burden of autistic traits and symptoms in this monogenic syndrome. NF1 patients have a 50% incidence of deficits in social behavior. Of these individuals, 30-52% of cases will be severe enough to be clinically diagnosed with an autism spectrum disorder (ASD). 		1.0							good cases	
28837387	4763	D001008	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	anxiety	0	0	1.0	10			1.0		n		Importantly, anxiety-related behaviors in male and female rats were not affected by intrathecal Nf1 editing, demonstrating that our reductionist approach of symptom-specific modeling of a multi-faceted disease may permit mechanistic studies into NF1 pain as well as other neurological symptoms.		1.0								
28837387	4763	D001321	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	autistic traits | ASD	1	1	1.0	10			1.0		mC		A recent study of 531 NF1 patients identified a significant burden of autistic traits and symptoms in this monogenic syndrome. NF1 patients have a 50% incidence of deficits in social behavior. Of these individuals, 30-52% of cases will be severe enough to be clinically diagnosed with an autism spectrum disorder (ASD). 		1.0								
28837387	4763	D003072	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	cognitive disorders	1	1	1.0	10			1.0				Inactivating mutations of the Nf1 gene result in unchecked Ras (small GTPase acting as pro-oncogene) activation leading to tumorigenesis; seizures; cognitive disorders and pain. 		1.0								
28837387	4763	D004194	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	multisystem disorder	0	0	1.0	10			0.0	Gm													
28837387	4763	D006930	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	hyperalgesia	1	1	1.0	10	8.0	1.0	1.0				The concordance in normalization of ion channel dysregulation by a CRMP2-directed strategy and of hyperalgesia supports the translational targeting of CRMP2 to curb NF1-related pain.		2.0								1.0
28837387	4763	D009422	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	neurological human disorder	1	1	1.0	10			1.0				Neurofibromatosis type 1 (NF1) is the most commonly inherited neurological human disorder		1.0								
28837387	4763	D009437	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	neuropathic pain	1	1	1.0	10			1.0				 These nociceptive behaviors were caused by a loss of neurofibromin interaction with the Collapsin Response Mediator Protein 2 (CRMP2), a protein involved in pain signal transmission and dysregulated in neuropathic pain.		1.0								
28837387	4763	D009461	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	neurologic disability	1	0	1.0	10			1.0				The occurrence of neuropathic symptoms in NF1 adds to the overall neurologic disability of patients and is associated with increased morbidity and mortality.		1.0								
28837387	4763	D010146	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	pain | idiopathic pain	1	1	1.0	10	10.0	1.0	1.0				CRMP2 is necessary for Neurofibromatosis type 1 related pain	2.0	1.0							only intro	1.0
28837387	4763	D010523	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	Peripheral neuropathy	1	1	1.0	10			1.0				As a multisystem disorder, it affects cognitive development, as well as bone, nerve and muscle constitution. Peripheral neuropathy in NF1 constitutes a potentially severe clinical complication and is associated with increased morbidity and mortality. 	1.0									
28837387	4763	D012640	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	seizures	1	1	1.0	10			1.0				Inactivating mutations of the Nf1 gene result in unchecked Ras (small GTPase acting as pro-oncogene) activation leading to tumorigenesis; seizures		1.0								
28837387	4763	D012678	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	neuropathic symptoms	1	1	1.0	10			1.0				The occurrence of neuropathic symptoms in NF1 adds to the overall neurologic disability of patients and is associated with increased morbidity and mortality. 		1.0								
28837387	4763	D013001	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	painful behaviors	1	1	1.0	10			1.0				This data shows that NF1 related pain involves CRMP2 as a central node and genetic targeting of CRMP2 is sufficient to alleviate painful behaviors.		1.0								
28837387	4763	D019958	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	deficits in social behavior	1	1	1.0	10			1.0				NF1 patients have a 50% incidence of deficits in social behavior. 		1.0								
28837387	4763	D030342	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	genetic diseases	1	0	1.0	10			0.0	Gm	n		Neurofibromatosis type 1 (NF1) is one of the most common genetic diseases	1.0									
28837387	4763	D059226	Neurofibromatosis type 1 | NF1 | Nf1 | neurofibromin | Neurofibromin	nociceptive behaviors	1	1	1.0	10			1.0				These nociceptive behaviors were caused by a loss of neurofibromin interaction with the Collapsin Response Mediator Protein 2 (CRMP2)		1.0								
28883914	5016	C537182	OVGP1 | oviduct- specific glycoprotein | Oviduct- specific glycoprotein	IVF | IVF efficiency	1	1	1.0	10	5.0	1.0	1.0				only one report is available on the effect of non- glycosylated recombinant OVGP1 on sperm binding and IVF.					1.0					1.0
28883914	5016	D006562	OVGP1 | oviduct- specific glycoprotein | Oviduct- specific glycoprotein	zona pellucida	1	1	1.0	10	2.0	1.0	1.0				Therefore, OVGP1 enhances the fertilization rates possibly by protecting the integrity of the zona pellucida from oviductal proteases					1.0					1.0
28883914	5016	D007674	OVGP1 | oviduct- specific glycoprotein | Oviduct- specific glycoprotein	embryonic kidney	1	1	1.0	8			1.0	Dki			Recombinant glycosylated form of hamster OVGP1, expressed in human embryonic kidney 293 (HEK293) cells					1.0					
28883914	5016	D010051	OVGP1 | oviduct- specific glycoprotein | Oviduct- specific glycoprotein	baboon ovarian	0	0	1.0	9	1.0	0.0	0.0	Dki													
28883914	5016	D020964	OVGP1 | oviduct- specific glycoprotein | Oviduct- specific glycoprotein	blastocyst	1	1	1.0	10	10.0	1.0	1.0	Dki			The rates of cleavage of embryos and their development to the blastocyst stage were greater (P < 0.05) in the presence of either native or recombinant OVGP1	1.0			1.0	1.0					1.0
28932626	354	D011471	PSA	prostate adenocarcinoma | Prostate cancer | prostate cancer	0	0	1.0	8	10.0	0.0	0.0													not sure, Gene is Pro	
29104337	10242	D000275	beta = 2	Depressive | depressive symptoms | Depressive symptoms | depression | depressive	0	1		0	3.0	0.0	0.0	Gki								1.0					
29104337	10678	D000275	beta = 1	Depressive | depressive symptoms | Depressive symptoms | depression | depressive	1	1	1.0	3	3.0	0.0	0.0	Gki								1.0					
29160859	57674	C536439	RNF213 | RNF-213 | ring finger protein 213	endothelial dysfunction	0	0	1.0	6			0.0														
29160859	57674	D000014	RNF213 | RNF-213 | ring finger protein 213	abnormal hemostasis	0	0	1.0	5			0.0														
29160859	57674	D000783	RNF213 | RNF-213 | ring finger protein 213	vascular diseases	1	1	1.0	6			1.0				The RNF213 variant associated with MMD prevails, but it is also found in other vascular diseases such as cerebrovascular stenosis, albeit not in the Caucasian MMD population.					1.0					
29160859	57674	D001157	RNF213 | RNF-213 | ring finger protein 213	artery stenosis/occlusion	1	1	1.0	4	1.0	1.0	1.0				RNF213, which is located on chromosome 17q25, has been recognized as the major susceptibility gene for MMD in East Asians, as well as Caucasians and East/South Asians. An association of the p.R4810K polymorphism with intracranial major artery stenosis/occlusion has been reported in Japanese and Korea populations.		1.0			1.0					1.0
29160859	57674	D002532	RNF213 | RNF-213 | ring finger protein 213	intracranial aneurysm	1	1	1.0	7			1.0				However, two variants of RNF213 (p.Arg2438Cys and p.Ala2826Thr) were found in intracranial aneurysm patients in a French-Canadian population.					1.0					
29160859	57674	D003251	RNF213 | RNF-213 | ring finger protein 213	non-MMD intracranial stenosis | cerebrovascular stenosis | vascular stenosis	1	1	1.0	6	1.0	1.0	1.0				the RNF213 variant associated with MMD prevails, but it is also found in other vascular diseases such as cerebrovascular stenosis					1.0					1.0
29160859	57674	D004194	RNF213 | RNF-213 | ring finger protein 213	MMD disease	1	1	1.0	6			1.0	Dkr			Among the RNF213 variants (4448G>A, 4810G>A, 4863G>A, and 4950G>A), RNF213 4810G>A and 4950G>A variants were more frequent in MMD patients.	1.0	1.0		1.0	1.0					
29160859	57674	D006470	RNF213 | RNF-213 | ring finger protein 213	hemorrhagic type MMD | ischemic versus hemorrhagic	1	0	1.0	8	1.0	1.0	1.0				suggested that RNF213 R4810K is associated with the ischemic type , and A4399T is associated with the hemorrhagic type.					1.0					1.0
29160859	57674	D007511	RNF213 | RNF-213 | ring finger protein 213	ischemic | ischemic-type MMD | ischemia | ischemic type	1	1	1.0	9	2.0	1.0	1.0				We have confirmed that RNF213 4810G>A and 4950G>A are strongly associated with Korean MMD in children and adults as well as for the ischemic and hemorrhagic types.	1.0			2.0						1.0
29160859	57674	D009072	RNF213 | RNF-213 | ring finger protein 213	moyamoya disease	1	1	1.0	10	10.0	1.0	1.0				Although a founder variant of RNF213 4810G>A is a major genetic risk factor for moyamoya disease (MMD) in East Asians	3.0			3.0						1.0
29160859	57674	D020300	RNF213 | RNF-213 | ring finger protein 213	intracranial hemorrhage	0	0	1.0	5			0.0														
29213072	292	D003924	T2D, and 3	Type 2 Diabetes | type 2 diabetes	0	0	1.0	9			0.0	Gki													
29213072	4282	D003924	phenylpyruvate tautomerase | MIF	Type 2 Diabetes | type 2 diabetes	0	0	1.0	10	1.0	0.0	1.0	Dk			Finally, gene-sets related with sensory perception (olfactory receptors) and phenylpyruvate tautomerase/dopachrome isomerase activity were enriched in the T2D group.						1.0				
29393430	79727	D001943	Lin28	breast cancer	1	1	1.0	6			1.0				Liu et al demonstrated that Lin28 may induce EMT via downregulation of let-7a in breast cancer cells					1.0					
29393430	79727	D002294	Lin28	oral squamous cell carcinoma	1	0	1.0	6			1.0				Chien et al revealed that Lin28/let-7 promoted the transformation of oral squamous cell carcinoma cells into cancer stem-like cells by regulating Oct4/Sox2 via modulation of AT-rich interaction domain 3B and high mobility group AT-hook 2					1.0					
29393430	79727	D005355	Lin28	lung fibrosis | fibrosis	1	1	1.0	10			1.0				Consistent with this result, a recent study by Liang et al demonstrated that miR-26a inhibits lung fibrosis					1.0					
29393430	79727	D006528	Lin28	hepatocellular carcinoma	0	1	1.0	7			1.0				which blocks the Lin28/let-7 interaction, rescued let-7 processing and function, and induced differentiation of mouse embryonic stem cells, eventually reducing tumor-sphere formation in 22Rv1 human prostate carcinoma and Huh7 human hepatocellular carcinoma cells. 					1.0					
29393430	79727	D007414	Lin28	invasive intestinal adenocarcinoma	1	1	1.0	8			1.0				a recent study by Tu et al demonstrated that the Lin28/let-7 axis promotes invasive intestinal adenocarcinoma in murine models by cooperating with the Wnt pathway.		1.0								
29393430	79727	D011472	Lin28	prostate carcinoma	1	1	1.0	6			1.0				eventually reducing tumor-sphere formation in 22Rv1 human prostate carcinoma and Huh7 human hepatocellular carcinoma cells. 					1.0					
29393430	79727	D015179	Lin28	colorectal cancer | Colorectal cancer | colorectal cancers	1	1	1.0	6	1.0	1.0	1.0	1			Silencing Lin28 promotes apoptosis in colorectal cancer cells by upregulating let-7c targeting of antiapoptotic BCL2L1	4.0	1.0		3.0					In intro has solid argument	1.0
29393430	79727	D030342	Lin28	disordered	0	0	1.0	5			0.0	Dki													
29527287	7157	D063646	p53	carcinogenesis | lung carcinogenesis	0	0		0	1.0	0.0	0.0														
29551768	8517	D007249	NF-kappa-B essential modulator | NEMO	liver inflammation | inflammatory hepatocarcinogenesis | inflammation | Hepatic inflammation | cholestatic inflammation	1	1	1.0	7			1.0				Deletion of CcnE1 in NEMO hepa mice decreased basal liver damage and reduced spontaneous liver inflammation in young mice.	1.0									
29551768	8517	D008113	NF-kappa-B essential modulator | NEMO	liver tumor | tumorous liver | liver tumors	1	1	1.0	6			1.0				In aged NEMO hepa mice, loss of CcnE1 resulted in significant reduction of liver tumor-igenesis, while deletion of CcnE2 had no effect on HCC formation.	1.0			1.0						
29551768	898	D007249	Cyclin E1 | CcnE1	liver inflammation | inflammatory hepatocarcinogenesis | inflammation | Hepatic inflammation | cholestatic inflammation	1	1	1.0	8			1.0				Deletion of CcnE1 in NEMO hepa mice decreased basal liver damage and reduced spontaneous liver inflammation in young mice.	1.0									
29551768	898	D008113	Cyclin E1 | CcnE1	liver tumor | tumorous liver | liver tumors	1	1	1.0	6			1.0				In aged NEMO hepa mice, loss of CcnE1 resulted in significant reduction of liver tumor-igenesis, while deletion of CcnE2 had no effect on HCC formation.	1.0			1.0						
29551768	898	D056486	Cyclin E1 | CcnE1	hepatitis and hepatocarcinogenesis | liver injury | decreased basal liver damage | Liver injury	1	1	1.0	3			1.0				 and ablation of CcnE2 in these animals had no effect on overall liver injury. 				1.0						
29551768	898	D063646	Cyclin E1 | CcnE1	hepatocarcinogenesis	1	1	1.0	3			1.0				Loss of Cyclin E1 attenuates hepatitis and hepatocarcinogenesis in a mouse model of chronic liver injury	1.0	1.0					1.0			
29557375	581	D007238	Bax	infarct	0	1		0	1.0	0.0	1.0				In the 35-minute moxibustion group, infarct volume was decreased, neuronal apoptosis was reduced, caspase-9, caspase-3 and Bax expression was lower, and Bcl-2 expression was increased	1.0									
29557375	596	D007238	Bcl-2	infarct	0	1	1.0	3	1.0	0.0	1.0				In the 35-minute moxibustion group, infarct volume was decreased, neuronal apoptosis was reduced, caspase-9, caspase-3 and Bax expression was lower, and Bcl-2 expression was increased	1.0									
29557375	836	D007238	caspase-3 | Caspase-3	infarct	0	1		0	1.0	0.0	1.0				In the 35-minute moxibustion group, infarct volume was decreased, neuronal apoptosis was reduced, caspase-9, caspase-3 and Bax expression was lower, and Bcl-2 expression was increased	1.0									
29557375	842	D007238	Caspase-9 | caspase-9	infarct	0	1		0	1.0	0.0	1.0				In the 35-minute moxibustion group, infarct volume was decreased, neuronal apoptosis was reduced, caspase-9, caspase-3 and Bax expression was lower, and Bcl-2 expression was increased	1.0									
29563864	23336	D009410	Syn	neuronal dysfunction | neuron death | neuronal malfunctions | degeneration | neuronal death | neuronal dysfunctions | neuronal degeneration | neuronal cell loss | degeneration and loss of neurons	1	1		0	0.0	1.0	1.0				This latter finding suggests that alpha-Syn can induce neuronal dysfunction independent	1.0	1.0		1.0						1.0
29563864	598	D009410	Bcl-Xl	neuronal dysfunction | neuron death | neuronal malfunctions | degeneration | neuronal death | neuronal dysfunctions | neuronal degeneration | neuronal cell loss | degeneration and loss of neurons	1	1	1.0	7	1.0	1.0	1.0				In contrast, the major watchdog of outer mitochondrial membrane integrity, Bcl-Xl, was capable of almost completely preventing neuron death	1.0	1.0		2.0						1.0
29563864	598	D020258	Bcl-Xl	neurotoxicity | neurotoxic | Neurotoxicity	1	1	1.0	4			1.0				This latter finding suggests that alpha-Syn can induce neuronal dysfunction independent from its induction of neurotoxicity and might serve as an explanation for functional deficits that precede neuronal cell loss in synucleopathies like Parkinson's disease or dementia with Lewy bodies.	1.0									
29563864	6622	D000080874	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	synucleinopathies	1	1	1.0	8			1.0				Given that synucleinopathies like PD or DLB mostly affect neurons, it is justified to elucidate pathological mechanisms caused by alpha-Syn in mammalian neurons.		1.0								
29563864	6622	D000544	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	AD | Alzheimer's disease	0	0	1.0	7			1.0				alpha-Syn is a core component of aggregated protein species found in brains of almost all patients suffering from PD, but also in brains of patients with Alzheimer's disease (AD), Dementia with Lewy Bodies (DLB) and Multiple Systems Atrophy (MSA). 		1.0								
29563864	6622	D001284	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	Atrophy	1	0	1.0	6			1.0				alpha-Syn is a core component of aggregated protein species found in brains of almost all patients suffering from PD, but also in brains of patients with Alzheimer's disease (AD), Dementia with Lewy Bodies (DLB) and Multiple Systems Atrophy (MSA). 		1.0								
29563864	6622	D003704	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	dementia | Dementia	1	1	1.0	6			1.0	Di			alpha-Syn is a core component of aggregated protein species found in brains of almost all patients suffering from PD, but also in brains of patients with Alzheimer's disease (AD), Dementia with Lewy Bodies (DLB) and Multiple Systems Atrophy (MSA). 		1.0								
29563864	6622	D004194	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	oxidation	1	1	1.0	7			0.0	Dki													
29563864	6622	D005207	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	fasciculate axons	0	0	1.0	7			0.0	Dki													
29563864	6622	D006331	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	dysfunction	1	1	1.0	7			1.0				Importantly, alpha-Syn appears to be able to induce neuronal network dysfunction independent from induction of neuronal degeneration.						1.0				
29563864	6622	D009410	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	neuronal dysfunction | neuron death | neuronal malfunctions | degeneration | neuronal death | neuronal dysfunctions | neuronal degeneration | neuronal cell loss | degeneration and loss of neurons	1	1	1.0	9	5.0	1.0	1.0				This latter finding suggests that alpha-Syn can induce neuronal dysfunction independent	1.0	1.0		1.0						1.0
29563864	6622	D009422	alpha-Synuclein | alpha-Syn | SNCA | alpha-, beta-, and gamma-Syn | alpha- and beta-Syn | alpha-synuclein	impaired protein degradation	0	1	1.0	6			1.0				During the past years a wealth of studies have addressed potential alpha-Syn-related disease mechanisms, implicating mitochondrial/respiratory chain dysfunctions, impaired protein degradation, impaired ion handling capabilities, reactive oxygen species (ROS), among many others, as causative for onset and/or progression of PD.		1.0								
